ID;AUTHOR;Score;IsRecomended;Summary;Advantages;Disadvantages;LikesCount;DislikesCount;CreateDate;
6412810;Adam;5/5;true;Miałem okazję przez tydzień używać tego smartfona. Jest rewelacyjny. Czerń bardzo elegancka, stylowa. Telefon dobrze trzyma się w dłoni, jednak jednym minusem jest zakrzywiony ekran (chodzi o to, że czasem podczas zwykłego trzymania w dłoni uruchamiają się za dotknięciem funkcje których wcale nie chce włączać). Poza tym telefon idealny ! Odpowiendio duży wyświetlacz, ciekawe kolory, świetna jakość. Co do aparatu - zdecydowanie najlepszy z atutów! Aparat robi fantastyczne zdjęcia, dobrej ostrości, o odpowiednich kolorach. Ma mnóstwo ustawień co zwiększa jego atrakcyjność. Telefon ma dużo pamięci wewnętrznej dzięki czemu łatwo można pościągać sobie wiele gier i aplikacji (nie tnie się podczas grania). Bateria mimo ciągłego używania wytrzymała bardzo długo. Ładowanie trwa chwilkę. Smartfon jest wydajny, szybki i doskonały. Nie ma w nim wad. Głośnik bardzo dobry, muzyka odtwrazana jak z radia (naprawdę głośno i czysto). Ponadto nie szumi i nie trzeszczy ani nie przerywa podczas rozmów. Polecam !;;;0;0;2017-12-29 18:14:19;
6357814;Jerzy Popiołkiewicz;5/5;true;Samsungów używam od bardzo dawna: najpierw był S2, potem S3, S4, S5, S6 Edge. W tzw. międzyczasie także Note 4. S8 zrobił na mnie największe wrażenie (choć np. Note4 miałem przyjemność testować 2 miesiące przed premierą i jego wyświetlacz był wówczas jakby z innej planety). Jedyny problem to dziwaczna decyzja Samsunga o wykluczeniu wersji dual sim (G950FD) z rynku europejskiego. Na szczęście można taki telefon dostać w Polsce. I taki właśnie kupiłem i powiem tak: teraz to już jest IDEAŁ. Jasne - bateria mogłaby wytrzymywać 2 dni intensywnego użytkowania. Ale dla odmiany ładowanie trwa chwilę. Pół godziny i z 30% mam 85. Istnieją też powerbanki dla nerwowych. Mógłby mieć aparat taki jak Note8 czy inny iPhone X. Ale... zwyczajny "cykacz fotek" nie potrzebuje i nie używa takich bajerów jak podwójne aparaty i jakieś kosmiczne funkcje. To zabawki dla testerów, hejterów i blogerów. Krótko: nie zamieniłbym go na dokładnie żaden obecnie dostępny na rynku telefon.;4gb ram aparat tył czas pracy na baterii duży ekran latwosc obslugi wygląd ;;0;0;2017-12-17 14:12:17;
6251085;wojtek;5/5;true;Ciężko wybrać czy opinia będzie negatywna czy pozytywna, bo to najlepszy telefon jaki miałem, ale... - Gorilla glass jakaś porażka. Miałem starego S Advance i wydawał się trwalszy. Nosiłem bez etui, w kieszeni/plecaku z gratami i ekran nie miał wielu rys. Do S8 kupiłem dedykowane zamykane etui i prawie go nie ściągam i mam na ekranie kilka rys + jedna głębsza w rogu ekranu... Nigdy nie spadł, nigdy nie wkładałem go do kieszeni bez etui. Chyba palcem go porysowałem, albo ściereczką. - Ekran mnie początkowo zaskoczył rewelacyjną jakością wyświetlania, teraz po 5 miesiącach widzę, że się dosłownie wypala. Na białym tle widać przyciski z Google Maps i Yanosika z których nieraz korzystam i nie po 8-10h tylko by gdzieś dojechać, max 1-2h i to raz na jakiś czas. Sprawdźcie czy wam się tak nie dzieje bo czytałem, że to norma dla tych wyświetlaczy. Napisałem do Samsunga, czekam 2 dzień na odpowiedź, ale obawiam się że nie podlega to gwarancji ze względu na "normalność przy tego typu ekranach". Kurna rozumiem w telefonie za kilka stów, a nie we flagowcu za gruba kasę. - Ledowe dedykowane etui, rysuje dolne rogi telefonu. Czasem go wyjmuję i widać wytarte punkty po obydwu stronach. Znowu nie spodziewałem się przy tego typu sprzęcie. - Mało RAMu, mam na nim 200mb zdjęć, 500mb Aplikacji, 46GB wolnego miejsca i telefon potrafi zamulać, reagować z opóźnieniem szczególnie przy przeglądaniu internetu, aplikacje czasami się zawieszają, ekran nie reaguje i po chwili komunikat "aplikacja nie odpowiada i wybór co zrobić" - Grzeje się, przy rozmowie Skype potrafi nieprzyjemnie grzać w rękę. - Nie wiem od czego zależy, ale budzik czasami nie dzwoni i muszę nastawiać drugą komórkę na wszelki wypadek. - Wielkość ekranu ok, ale zagięte rogi go ograniczają i większość filmów (można dopasować, ale ucina wideo), gier do niego nie pasuje i tak czy siak mamy wrażenie mniejszej wielkości. Niektóre z tych rzeczy to czepialstwo, ale patrząc po 5 miesiącach używania wiem, że lepiej spożytkowałbym te pieniądze i wybrał coś innego (nie nie Iphona);;;0;0;2017-11-24 18:07:12;
6220538;Mati;5/5;true;Ekran jest the best! Co tu dużo mówić - Galaxy S8 to w mojej opinii najładniejszy smartfon na rynku. Wąskie ramki, zaokrąglone rogi wygiętego wyświetlacza, idealnie symetryczny kształt — coś pięknego. Ogromny wyświetlacz rozciągnięty na niemal cały front robi wrażenie. Obiektyw aparatu z generacji na generację wystaje z obudowy coraz mniej, a w S8 został niemal schowany, za co doceniam Samsunga, porównując do iPhone X który cofnął się do starych czasów gdzie aparat wystawał strasznie i robił zdjęcia jak z mikrofalówki. Moim zdaniem jedyna wada to źle umiejscowiony skaner odcisków palców.;aparat przód aparat tył czas pracy na baterii latwosc obslugi wygląd ;funkcjonalność ;0;0;2017-11-16 19:35:40;
6440935;Michał L;4,5/5;true;O tym co ten telefon ma i potrafi można sobie poczytać w internecie. Jest masa recenzji i opisów. Ja przeszedłem z Galaxy S5 na S8 i podstawowa różnica to prędkość działania. Wszystko, co robię na tym telefonie po prostu działa. Klikam i jest. I to jest najlepszy feature. :) Co do wykonania i wizualnego aspektu telefonu - rewelacja. Sprzęt jest świetny i ładny. Jedynie co mi się nie do końca podoba to sam system. Moim zdaniem poruszanie się po telefonie nie jest do końca intuicyjne i jest troszkę chaotyczne. Ale to może być mój indywidualny problem. Polecam z czystym sumieniem.;aparat przód funkcjonalność ;latwosc obslugi ;0;0;2018-01-05 17:12:52;
6356769;U...o;5/5;true;Witam moja opinia co do tego telefonu jest jak najbardziej pozytywna :Super wyświetlacz dzięki temu że nie ma obramowek jak w starszych modelach tylko czysty ekran nie jest za duży mimo tego 4.8 cali mam małe dłonie i na początku mnie przerażało jak zobaczyłam ile ma ale wzięłam do ręki i jestem bardzo mile zaskoczona, atutem telefonu jest stabilizacja wideo dla obu aparatów.kontrola głosowa - dla obu aparatów. Nagrywanie wideo 4K ma ten telefon mój kolega i ja również myślę nad zakupem ale jak narazie zbieram fundusze. Polecam telefon wszystkim z czystym sumieniem;;;0;0;2017-12-16 22:17:56;
6304351;tomaszm1113;5/5;true;Świetny telefon i nie pisze tego dla nagrody moja dziewczyna posiada go od około roku i jest megafon zadowolona duży bez ramkowy wyświetlacz robi wrażenie na całym urządzeniu jego dizajn i jakość wykonania stroi na wysokim poziomie bo wzięciu go do ręki czujemy że mamy doczynienia z czymś drogim i solidnym bateria starcza na około 2 dni aparat robi świetne nasycone kolorami zdjęcia czytnik lini papilarnych działa na musniecie palcem szybki procesor 8 duza ilość pamięci czyni z tego telefonu demona szybkości i nie zawodnosci no i pogaty zestaw;;;0;0;2017-12-06 23:39:01;
6226507;joasia34;5/5;true;Nie potrafię zbyt dobrze pisać opini jak i również określić co jest w telefonie wada a co zaletą. Brak jemu wad. Ten Smartfon 📱 okazał się czymś więcej niż telefon komórkowy. Jest to przyszłość całego społeczeństwa. Wygląd S8 powala na nogi, ta płynność działania, jakość wydobywanego dźwięku, ekran który wygląda niczym letnie popołudnie w raju. Bateria która przy ciągłym użytkowaniu trzyma 24 h. Always on Display. Rewelacja! Cud miód i malina Warto zainwestować w coś na czym będziemy mogli polegać i nas nie zawiedzie.;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca wygląd ;;0;0;2017-11-18 13:06:04;
6243383;kaniewski m;5/5;true;Telefon ten to jak na razie najmocniejszy w parametrach najestetyczniej wykony model z dostępnych flagowców na rok 2017 zdjęcia wykonane tym telefonem zaskakują wszystkich przy słabym świetle radzi sobie najlepiej makro ostre i wyraźne śmiało można skanować dokumenty płynne działanie i praktyczne rozwiązanie przejścia z ekranu do menu głównego jest ekstra niema żadnych przycinek nawet przy korzystaniu z kilku aplikacji.Ma tylko dwie wady BIXBY narzucające się wszędzie, a nie działające w PL oraz dosyć przeciętne 4k.;;;0;0;2017-11-23 07:03:03;
6227955;kcthc1998;5/5;true;To mój kolejny samsung Galaxy, najpierw był III, potem 6, a teraz czas na S8. Wszystko super, czytnik linii papilarnych działa super (w s6 raz działał raz nie), bateria starcza na 4 dni, ale może dlatego, że jeszcze go nie eksploatowałam zbyt mocno. Polecał do niego etui Clear View Standing Cover, wygląda w nim nieziemsko.:) Aparat robi nieziemskie zdjęcia nawet w nocy do tego jest bardzo poręczny. Polecam z całego serca :);4gb ram aparat przód aparat tył brak diody ir czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;;0;0;2017-11-19 13:20:07;
4931096;Mirek;5/5;true;Taki telefon i tak musi obowiązkowo być zaopatrzony w cover ochronny, więc tył może być wykonany ze śliskiego materiału. Chyba że ktoś jest bogaty to może użytkować telefon bez ochrony. Miałem zamiar kupić SGS7 EDGE, gdyż subiektywnie dla mnie oraz większości moich znajomych jest zwyczajnie ładniejszy i niewiele się różni od S7. Ze względu na stosunkwo niewielką różnicę ceny i wybralem S8.;4gb ram czas pracy na baterii funkcjonalność głośniczek latwosc obslugi śliski tył obudowy wygląd ;;1;0;2017-08-10 04:01:53;
4793329;Żuku;5/5;true;Wreszcie telefon, który wygląda nowocześnie, a nie kanciasta cegła, jak u konkurencji. Wydajny hardware, śliczny wyświetlacz i świetny aparat. Jedyny minus jaki zauważyłem, to fakt, że ciężko go utrzymać w dłoni bo jest cienki i bardzo śliski. Ale to nie problem, bo wystarczy do kupić jakiś pancerz poprawiający grip.;;;1;1;2017-06-26 21:45:28;
6259698;domitek;5/5;true;W momencie w którym pierwszy raz ujrzałem S8 wiedziałem że muszę go mieć :D Posiadając jeszcze wtedy S7 Edge zdecydowałem się na wymianę na S8 i powiem tak, to była jedna z najlepszych decyzji :D Telefon jest niesamowity, ekran, design, obudowa, wydajność... po prostu wszystko jest idealne :D Polecam każdemu kto się zastanawia, dopóki go nie przetestujesz własnoręcznie, nie dowiesz się jaka tkwi w nim magia :);4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność latwosc obslugi wygląd ;;1;0;2017-11-28 03:43:15;
4972659;Janek;4,5/5;true;Aparat mi się podoba, ma dużo różnych możliwości z którymi się dopiero zapoznaję. Wadą jest to, że jest nieco śliski, co zwiększa możliwość wypadnięcia z rąk lub z kieszeni w spodniach, ale trzeba się do tego przyzwyczaić, bo większość smartfonów różnych firm ma podobne cechy.;4gb ram aparat przód aparat tył brak diody ir czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi wygląd ;śliski tył obudowy ;0;0;2017-08-24 11:05:09;
4543051;Majkel;4,5/5;true;Samsung Galaxy S8 to po prostu kawał dobrego smartfona. Działa bardzo płynnie, zachwyca kolorami, po prosty przyjemnie się go używa. Aparat wykonuje bardzo ładne zdjęcia. Mam go dopiero od 2 dni, ale czuję żew to była bardzo udana inwestycja. Wcześniej posiadałem Galaxy S6 i galaxy S8 działa znacznie szybciej, praktycznie się nie zacina, nawet przy kilku cięzkich aplikacjach.;;;3;13;2017-04-04 08:46:34;
4724283;U...o;5/5;true;Naprawdę Samsung stanął na wysokości zadania, i model Galaxy S8 należy do bardzo udanych. Idealnie leży w dłoni, jestem zaskoczony że w ogóle się nie grzeje w porównaniu do np. S7. Przyzwoity czas pracy na baterii. Wysoka jakość wykonania i super design.;;;2;1;2017-06-02 19:19:25;
5081735;W...h;5/5;true;Jest to wspaniały telefon. Jego jpoważnym konkurentem jest iPhone 8, który jest dużo droższy. Zdecydowanie polecam Samsunga S8 wszystkim, którzy nie widzą problemu w używaniu Androida. Aparat fotograficzny jest świetny, a obiekty F1.7 to prawdziwa rewelacja.;;;0;0;2017-09-28 13:33:18;
5087517;G...z;4,5/5;true;Telefon prezentuje się niesamowicie, chodzi płynnie, robi świetne zdjęcia, przyjemny interfejs, słuchawki w zestawie grają bardzo fajnie. Przesiadka z iOS'a udana, chociaż ciężko zmienić nawyki, ale wszystko jest kwestią czasu. Polecam!;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność latwosc obslugi wygląd ;głośniczek śliski tył obudowy ;0;0;2017-09-30 18:37:01;
4946021;P...r;5/5;true;Telefon jest prze zaje**sty, wygląd super , wyświetlacz żyleta, telefon super trzyma się w dłoni , robi dobre fotki, jakość muzyki na najwyższym poziomie, tylko ten skaner odcisków palca jest w złym miejscu;aparat tył, aparat przód ;czas pracy na baterii funkcjonalność głośniczek latwosc obslugi śliski tył obudowy ;1;1;2017-08-16 09:09:49;
5108210;Ms;0,5/5;false;Telefon porażka, pieniądze wyrzucone w błoto a Samsung wzorem sony umywa ręce. 2 telefony w firmie, obydwa po 3 miesiącach z peknietymi wyświetlaczami. Oczywiście jest to uszkodzenie mechaniczne, jeden spadł z pół metra na drewnianą podłogę, drugi wypadł z ręki w samochodzie. Obydwa w oryginalnych etui. One nie są delikatne, są go#!@ warte !;funkcjonalność ;czas pracy na baterii ;0;2;2017-10-08 10:49:04;
5201180;kris;4,5/5;true;szybkość działania telefonu robi wrażenie, choć część nowinek w obsłudze może irytować (mam nadzieję, że tylko w pierwszym dniach użytkowania) podobnie jak zmieniony kształt wejścia microusb (kolejny kabelek w moim otoczeniu!);;;0;0;2017-11-08 13:05:23;
6307270;customer;4,5/5;true;Zalety: - wyświetlacz (wyraźny też pod słońcem i nie różowy, w moim egzemplarzu) - szybkość działania aplikacji - aparat (kolory nieprzekłamane, ale intensywne, i ostrość na razie aparat szybko łapie, ale nie wiem jak to będzie po dłuższym użytkowaniu, bo podobno wada ostrości aparatu w tym telefonie ujawnia się po jakimś czasie - aplikacje można też ustawić na pasku bocznym Wady: - źle umiejscowiony przycisk Bixby, który jest może i przyszłościowy, ale póki co przeszkadza i prrzycisk z tyłu ekranu - gorilla glass5 niemiłosiernie się palcuje - głośnik, który łatwo zasłonić ręką - dźwięk;;;0;0;2017-12-07 15:17:20;
6246856;Dn;5/5;true;Miałem już przyjemność posiadać wiele smartfonów, jednak Samsung jeszcze nigdy mnie nie przekonał do swojego, aż do teraz. Po pół roku używania, z przyjemnością mogę powiedzieć, że to najlepszy smartfon jaki miałem przyjemność posiadać. Telefon na prawdę wart jest swojej ceny, gorąco polecam.;aparat przód aparat tył czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-23 18:17:48;
6232636;m kaczor7500;4,5/5;true;Jak na ten moment jeden z najlepszych smartfonów na rynku. Mocne zalety takie jak świetne wykonanie, perfekcyjny wyświetlacz i długi czas pracy na jednym ładowaniu. Subiektywne wady w postaci braku drugiego aparatu i niewygodny w użytku czytnik linii papilarnych. Ogólna ocena mocne 4,5.;wygląd ;;0;0;2017-11-20 21:28:03;
4703380;Mirek&Żwirek;5/5;true;Myślałem że będą to pieniądze wydane w błoto, jednak się znacznie myliłem, telefon kupiłem nowy w salonie, także od nowości jest nie do zastąpienia, dobry aparat, płynność działania, możliwość oglądania filmów w Full HD bez żadnych przycięć, w dodatku jest wodoodporny!!! Polecam;;;0;0;2017-05-26 15:49:56;
5168452;Paulina;5/5;true;telefon idealny, bardzo szybko reaguje, niesamowity aparat !! zdjęcia wychodzą bardzo ostre, piękne odwzorowanie kolorów ! Polecam;aparat przód, aparat tył, wygląd ;;1;0;2017-10-28 19:19:57;
6411759;Tomasz;4,5/5;true;Telefon użytkuję od tygodnia. Działa bez zarzutów. Dokupiłem do tego etui pancerne ze szkłem. Całość prezentuje się i działa dobrze. Bateria, póki co, trzyma dobrze;;;0;0;2017-12-29 15:03:29;
6383031;Tomasz;4,5/5;true;Telefon użytkuję od tygodnia. Działa bez zarzutów. Dokupiłem do tego etui pancerne ze szkłem. Całość prezentuje się i działa dobrze. Bateria, póki co, trzyma dobrze;;;0;0;2017-12-22 09:07:56;
6240031;rikoli;5/5;true;Myślę, że wszyscy użytkownicy iPhone mogę być lekko zdziwieni, że to nie ich "Jabłuszko" wymyśliło coś tak fajnego z lepszym - bardziej otwartym - oprogramowaniem. Szczerze mogę polecić ten telefon za równo ze względów estetycznych, jak również funkcjonalnych.;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;;0;0;2017-11-22 14:22:32;
6254428;Beata;4/5;true;telefon bardzo funkcjonaly zarowno dla profesjonalistow jak i "szarych" użytkowników . Rewelacyjne kolory wyświetlacza i super zdjęcia w różnych warunkach . Bateria trzyma krotko no ale cos za coś . Ogólnie polecam zarówno pod kątem aparatu jak i desingu .;4gb ram aparat przód aparat tył duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;czas pracy na baterii ;0;0;2017-11-26 13:56:21;
4672890;Jacek;5/5;true;Samsung S8 w pełni spełnił moje oczekiwania. Jestem pod wrażeniem postępu jaki dokonał się w firmie w ciągu ostatnich 5 lat.;;;1;0;2017-05-17 12:50:38;
6438120;Rafal;5/5;true;Telefon przyjechał z dystrybucji włoskiej. Szybko zmieniłem soft na nasz rodzimy XEO. Działa bardzo przyjemnie, po dwoch dniach użytkowania jak wracam do swojej S7 to czuje różnicę. S8 jest genialnym telefonem. Ale bateria mogła by być lepsza.;aparat przód aparat tył dobry aparat duży ekran funkcjonalność latwosc obslugi poręczny wygląd ;4gb ram czas pracy na baterii ;0;0;2018-01-05 10:35:38;
6251625;Mateusz;5/5;true;Jest to telefon bardzo funkcjonalny i przydatny w życiu codziennym. Ma bardzo dobre aparaty które pozwalają na zrobienie idealnego zdjęcia. Cena nie jest wygórowana jak za taki telefon. Jego działanie i płynność pracy pozostają bez zarzutu.;4gb ram aparat przód aparat tył duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;;0;0;2017-11-24 20:43:36;
6418247;Marylka;5/5;true;Zacznijmy od sprawy podstawowej. Samsung Galaxy S8 to chyba najlepszy smartfon obecnej generacji. Nie jest to oczywiście telefon pozbawiony wad. Ale oferuje najwięcej, jest niezawodny i wprost urzeka swoim pięknem. Mogę go śmiało polecić. Wnętrze Galaxy S8 jest flagowcem Samsunga, a z tym wiążą się pewne oczekiwania. Mogę jednak zaręczyć, że moje zostały spełnione w 200%. Telefon jest szybki. Diablo szybki. Nawet przy kilkunastu działających w tle (i zasobożernych) aplikacjach nic nie chrupie, a telefon działa tak, jakby 5 minut temu został wyjęty z pudełka. Nie wiem czy to zasługa optymalizacji systemu operacyjnego czy po prostu obłędnie szybkich podzespołów, ale naprawdę nie ma tu na co narzekać. Ośmiordzeniowy procesor, nowoczesny układ graficzny i 4GB RAM-u spokojnie wystarczają nie tylko do codziennego użytkowania, ale nawet do dość intensywnej pracy i grania. SGS8 daje nam też do dyspozycji 64GB pamięci wewnętrznej. Dodatkowo telefon nadal ma możliwość rozszerzenia o kartę microSD. Z tego ostatniego faktu jestem naprawdę bardzo zadowolona. Niestety większość smartfonów odchodzi od tego rozwiązania. A dla mnie dużo pamięci wewnętrznej naprawdę ma znaczenie. Lubię przechowywać na telefonie wszystkie posiadane audiobooki. O zdjęciach i filmach z moim kotem nawet nie wspominam. Minusem telefonu jest niestety głośnik. Umieszczony na dole i raczej słaby. W tym wypadku był to konieczny kompromis. Telefon jest odporny na wodę i kurz. Wszystkie smartfony, które posiadają tę funkcję mają raczej słabe i małe głośniki. Myślę, że w erze maleńkich przenośnych głośników bluetooth nie jest to duży problem. No ale trzeba tę wadę odnotować. Wyświetlacz i ergonomia Ekran Super AMOLED w Samsungu Galaxy S8 to – moim zdaniem – najlepszy wyświetlacz dostępny obecnie na rynku, bijący iphone’ową (i nie tylko) konkurencję na głowę. I chyba nie jest to tylko moje subiektywne odczucie, bo gołe liczby, pokazujące np. gęstość pikseli albo odwzorowanie barw, wydają się tę tezę potwierdzać. Ekran urzeka swoim pięknem, ale jest też bardzo funkcjonalny. Jest na tyle jasny, że można na nim śmiało pracować nawet przy mocnym świetle (po prawdzie nie miałam okazji sprawdzić go w środku lata i w samo południe, ale sądzę, że dałby sobie radę). Poza tym przez swoje rozmiary dostarcza znacznie więcej przestrzeni na przeglądanie stron internetowych, mediów społecznościowych, itd… Nie jest to może ten sam komfort jaki dają tablety albo phablety w rodzaju Galaxy Note’a, ale smartfonowa konkurencja pozostaje daleko w tyle. Ekran Galaxy S8 ma nieco inne wymiary niż w poprzednich modelach. Wyświetlacz zachował szerokość modeli S7 i S6 (1440 pikseli), ale jest znacznie wyższy (2960 pikseli). Zmiana wymiarów wyświetlacza ma pewną negatywną konsekwencję. Musimy się nastawić na to, że niektóre starsze aplikacje nie będą obsługiwać rozdzielczości telefonu, w związku z czym obraz będzie otoczony na dole i na górze wąskimi czarnymi paskami. Podobnie będzie z większością filmów wideo, jakie przyjdzie nam oglądać na smartfonie. Jest to jednak bardzo mała cena, w zamian dostajemy bowiem więcej powierzchni ekranu, przy jednocześnie bardzo dobrej ergonomii. Wydłużenie wyświetlacza wraz z zaokrągleniem ekranu bardzo pozytywnie wpłynęło na komfort użytkowania telefonu. SGS8 po prostu świetnie leży w ręce. Mimo, że mam dłonie raczej niewielkie bez problemu obsługuję go jedną ręką i jestem w stanie dosięgnąć prawym kciukiem lewej części ekranu. Gorzej jest z dosięgnięciem czytnika linii papilarnych. Czytnik został przeniesiony na drugą stronę telefonu, tuż obok aparatu. A jako że telefon jest wysoki, nie zawsze jestem w stanie dosięgnąć czytnika palcem wskazującym. Na szczęście Samsung dał nam do wyboru jeszcze dwa inne sposoby na biometryczne odblokowanie smartfona. Możemy zatem skorzystać z czytnika siatkówki albo wykrywania twarzy. Ze względu na wygodę wybrałam rozwiązanie drugie, które okazało się być niezawodne, bez względu na to pod jakim kątem trzymam telefon i czy mam na sobie makijaż. Bateria i ładowanie Powiększenie ekranu ma oczywiście swoją cenę. Jest nią zużycie baterii. Chciałabym zaznaczyć, że nie jest pod tym względem tragicznie – jeszcze nigdy nie musiałam ładować telefonu w ciągu dnia, a korzystam z niego dość intensywnie. Ale nie jest też idealnie – codzienne ładowanie jest koniecznością. Na szczęście choć pojemność baterii (relatywnie do zużycia energii przez telefon) nie imponuje, to bardzo dobre wrażenie robi szybkość jej ładowania. Telefon obsługuje ładowanie indukcyjne (nie sprawdzałam) i tzw. „ładowanie szybkie”. I rzeczywiście nie jest to tylko chwyt marketingowy. Załadowanie baterii o pojemności 3000 mAh od 10% do 100% trwa ok. 50 minut. Po raz pierwszy w życiu poczułam, że podłączenie telefonu do ładowarki na 5 minut ma sens, bo zapewnia nawet godzinę pracy pod sporym obciążeniem. Aparat SGS8 wyposażony jest (jak znakomita większość smartfonów) w dwa aparaty. Główny ma rozdzielczość 12 megapikseli. Podaję tę informację tak dla porządku, ale zaraz potem muszę stwierdzić, że nie ma to chyba większego znaczenia. Widziałam zdjęcia robione na aparatach o większej rozdzielczości i mogę śmiało powiedzieć, że wyglądały dużo gorzej. Aparat w Samsungu Galaxy S8 jest fenomenalny. Dowodzi to tylko, że obecnie kolejne megapiksele nie mają większego znaczenia, a liczy się raczej charakterystyka sensorów, obiektywu, itd… Pod tym względem jest naprawdę dobrze, SGS8 ma jeden z lepszych aparatów dostępnych w smartfonie. Telefon ma jeszcze jeden aparat – przedni. A więc używany do robienia selfie. Jako że selfie robię bardzo rzadko, nie mogę na ten temat zbyt wiele powiedzieć. Ot, aparat jest, działa, zdjęcia mają sensowną rozdzielczość (8 megapikseli) i wyglądają ładnie. Ale w kontekście aparatów warto wspomnieć o jeszcze jednej ciekawej funkcji. Otóż aparat jest połączony z nowym asystentem Samsunga – Bixby. O samym asystencie napiszę niżej, chciałam tylko zaznaczyć, że Bixby potrafi rozpoznawać produkty znajdujące się na zdjęciach. Jest to pomocne podczas zakupów, jeśli chcemy na szybko sprawdzić, czy towar znajdujący się na półce sklepowej można dostać gdzieś taniej. Niby drobiazg, ale użyteczny. I jeszcze jedna ciekawostka, którą zauważyłam po tym, jak kilkukrotnie nie trafiłam w czujnik linii papilarnych z tyłu telefonu. Otóż szybka na obiektywie aparatu jest odporna na smugi i paluchowanie. Nie wiem jak tego dokonano, ale chciałabym, żeby cały telefon był pokryty takim szkiełkiem. Bixby Samsung bardzo mocno promuje swojego elektronicznego asystenta. Niestety nie jest on jeszcze dostępny w języku polskim. Trudno, dałoby się to jakoś przeżyć... gdyby nie fakt, że telefon posiada osobny przycisk do uruchamiania asystenta. Może to moja niezgrabność, ale raz dziennie niechcący włączam Bixby'ego. I niepotrzebnie się z tego powodu irytuję. Myślę, że Samsung mógł nam tego oszczędzić. Akcesoria Ostatnią rzeczą o której chciałabym wspomnieć są genialne akcesoria. Nie miałam jeszcze okazji wypróbować DEX-a (stacji dokującej zamieniającej telefon w desktopa), za to dostałam niedawno oficjalną okładkę do SGS8 – Clear View. I nie mogę wyjść z zachwytu. Od lat zadziwia mnie, że ludzie pakują ładnie wyglądające smartfony w paskudne okładki ochronne i etui, które psują cały urok telefonu. Samsung poszedł po rozum do głowy i zaoferował coś, co łączy funkcjonalność z estetyką. Clear View przepuszcza światło z wyświetlacza, a przy tym jest minimalistyczna i wykonana z dobrych materiałów. Idealnie pasuje do tego pięknego telefonu. Podsumowanie Czy warto kupić Samsunga Galaxy S8? Tak. Czy po trzech miesiącach jestem zadowolona z telefonu? Tak. Czy telefon ma wady? Tak. Czy kiedykolwiek miałam lepszy telefon? Nie. Czy SGS8 jest za drogi? Wolałabym, żeby był za darmo, ale nie. Za jakość trzeba zapłacić. Poniższe zdjęcie przedstawia telefon Samsung Galaxy S8 w okładce Clear View (odsłoniętej) wraz z kotem. Okładka Clear View i kot są sprzedawane oddzielnie. (tylko mam nadzieję, że możliwość dodania zdjęcia pojawi się po wysłaniu opinii, bo na razie jej nie widzę);wygląd, 4gb ram, funkcjonalność, ergonomia, szybkość, świetny interfejs, ekran, menu boczne na zakrzywionym ekranie, szybkie ładowanie, wodoodporny, świetne akcesoria ;bixby - brak języka polskiego, słaby głośnik, czytnik linii papilarnych jest za wysoko ;0;0;2017-12-31 22:53:15;
4703785;Maciek;5/5;true;Bardzo dobry telefon, flagowiec Samsunga wiec ma najlepsze mozliwe parametry. Aparat idealny, bezramkowosc robi wrazenie.;;;1;0;2017-05-26 18:53:42;
6253070;0ooli123;5/5;true;Telefon posiadał od ok. 2 tygodni. Na razie sprawuje się rewelacyjnie. Na prawdę z przyjemnością z niego korzystam. Jest lekki oraz podręczny i co dla mnie najważniejsze robię booskie fotki ;);mega ładny, poręczny, prestiżowy, dobry aparat, świetny interfejs ;cena ;0;0;2017-11-25 16:25:41;
6259212;Kuba;5/5;true;Przy zakupie cechowałem się aparatem, wytrzymałością na jednym ładowaniu, dużym ekranem jednocześnie poręcznym telefonem. Wszystkie te funkcję spełnia tylko S8, dla mnie bezkonkurencyjny zwłaszcza patrząc na obecną cenę.;aparat przód aparat tył czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie poręczny prestiżowy wygląd ;źle umiejscowiony skaner odcisków palców ;0;0;2017-11-27 21:25:05;
